frame_id,source,frame,camera,folder,blur,brightness,blur_bin,brightness_bin,max_conf,conf_band,n_boxes,max_area_frac,large_box
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR3165.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR3165.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,44.0,63.4,low,low,0.118,low,1,0.000387,no
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3203.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3203.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,51.4,63.3,mid,low,0.777,high,1,0.002066,no
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3328.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3328.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,72.2,50.4,high,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3331.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3331.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,71.8,49.5,high,low,0.448,mid,1,0.000708,no
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3342.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3342.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,67.8,46.3,high,low,0.222,low,2,0.000866,no
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3426.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3426.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,117.3,38.5,high,low,0.700,high,4,0.285073,yes
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3595.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3595.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,56.6,112.4,mid,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3611.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3611.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,55.4,114.0,mid,high,0.221,low,2,0.027553,no
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3691.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3691.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,43.4,115.3,low,high,0.163,low,3,0.006919,no
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3727.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3727.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,36.7,124.0,low,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3730.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3730.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,42.7,119.1,low,high,0.418,mid,1,0.001549,no
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3781.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3781.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,74.6,110.8,high,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3820.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3820.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,51.8,113.3,mid,high,0.461,mid,1,0.010240,no
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3858.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3858.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,48.2,115.8,mid,high,0.710,high,2,0.014573,no
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3859.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3859.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,37.7,120.8,low,high,0.802,high,1,0.002147,no
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3870.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3870.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,69.1,111.6,high,high,0.360,mid,2,0.120218,yes
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3987.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3987.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,71.6,111.9,high,high,0.171,low,1,0.399489,yes
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR4141.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR4141.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,0.8,0.1,low,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4261.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4261.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,2.1,0.2,low,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4517.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4517.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,14.8,4.0,low,low,0.140,low,1,0.195487,yes
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4525.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4525.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,62.7,17.0,mid,low,0.607,high,1,0.309017,yes
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4527.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4527.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,65.9,17.1,mid,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4530.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4530.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,114.8,29.1,high,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4531.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4531.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,134.1,34.0,high,low,0.305,mid,3,0.230301,yes
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4532.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4532.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,159.5,41.6,high,low,0.187,low,1,0.225620,yes
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4534.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4534.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,102.2,50.8,high,low,0.605,high,4,0.265825,yes
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4553.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4553.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,28.5,64.2,low,low,0.403,mid,1,0.121146,yes
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4785.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4785.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,68.5,103.1,high,mid,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4977.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4977.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,56.2,110.3,mid,high,0.304,mid,1,0.029503,no
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4986.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4986.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,35.7,118.4,low,high,0.380,mid,3,0.410803,yes
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4989.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4989.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,47.8,110.1,mid,high,0.849,high,19,0.018292,no
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR5012.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR5012.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,53.9,111.2,mid,high,0.168,low,2,0.004383,no
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR5033.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR5033.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,68.5,114.5,high,high,0.795,high,15,0.019144,no
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR5038.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR5038.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,39.4,116.7,low,high,0.609,high,1,0.004947,no
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR5039.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR5039.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,45.5,115.5,low,high,0.175,low,1,0.004870,no
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR5043.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR5043.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,43.8,115.2,low,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR5082.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR5082.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,49.6,113.4,mid,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR5460.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR5460.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,83.0,61.2,high,low,0.290,mid,3,0.402129,yes
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR5469.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR5469.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,70.4,60.4,high,low,0.585,high,1,0.391937,yes
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR5542.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR5542.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,52.6,64.8,mid,low,0.304,mid,2,0.012272,no
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR5555.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR5555.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,44.3,64.0,low,low,0.491,mid,2,0.005931,no
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR5561.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR5561.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,47.3,62.7,mid,low,0.186,low,1,0.007207,no
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR5569.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR5569.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,51.3,60.1,mid,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR5590.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR5590.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,67.6,60.6,high,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR5611.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR5611.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,68.0,61.6,high,low,0.223,low,1,0.006987,no
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR5642.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR5642.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,33.9,57.0,low,low,0.877,high,1,0.120254,yes
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR5672.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR5672.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,84.7,77.1,high,mid,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR5764.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR5764.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,106.6,76.6,high,mid,0.141,low,1,0.009961,no
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR5950.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR5950.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,45.6,65.3,low,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR5960.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR5960.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,44.7,63.9,low,low,0.192,low,1,0.001982,no
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR6136.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR6136.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,112.5,110.2,high,high,0.168,low,1,0.018119,no
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR6140.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR6140.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,104.2,111.1,high,high,0.253,mid,1,0.010257,no
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR6142.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR6142.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,90.9,111.1,high,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR6158.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR6158.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,58.4,115.0,mid,high,0.704,high,1,0.016953,no
ALLFISHDATA/Primary camera/DCIM/105GOPRO/GOPR6160.JPG,ALLFISHDATA,Primary camera/DCIM/105GOPRO/GOPR6160.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/105GOPRO,84.5,117.1,high,high,0.726,high,1,0.018330,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR6190.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR6190.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,82.3,105.2,high,mid,0.726,high,4,0.010133,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR6275.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR6275.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,39.1,112.6,low,high,0.670,high,2,0.004536,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR6286.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR6286.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,45.8,111.2,low,high,0.486,mid,1,0.006337,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR6289.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR6289.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,41.5,109.8,low,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR6350.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR6350.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,69.6,109.8,high,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR6375.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR6375.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,64.2,111.1,mid,high,0.114,low,1,0.013676,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR6377.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR6377.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,68.3,113.8,high,high,0.856,high,1,0.016117,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR6390.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR6390.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,65.7,112.9,mid,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR6449.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR6449.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,66.5,110.0,high,high,0.168,low,1,0.003204,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR6479.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR6479.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,76.7,115.6,high,high,0.345,mid,1,0.004281,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR6600.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR6600.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,45.5,87.6,low,mid,0.697,high,1,0.003418,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR6682.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR6682.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,61.3,110.4,mid,high,0.435,mid,1,0.005869,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR6686.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR6686.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,50.3,109.9,mid,high,0.627,high,1,0.002789,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR6726.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR6726.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,46.0,113.1,low,high,0.223,low,2,0.010915,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR6953.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR6953.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,76.5,66.7,high,low,0.436,mid,2,0.411392,yes
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR7044.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR7044.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,46.3,66.9,low,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR7084.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR7084.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,66.7,60.6,high,low,0.161,low,1,0.008436,no
ALLFISHDATA/Primary camera/DCIM/106GOPRO/GOPR7085.JPG,ALLFISHDATA,Primary camera/DCIM/106GOPRO/GOPR7085.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/106GOPRO,66.5,59.9,high,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7168.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7168.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,122.0,43.0,high,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7254.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7254.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,49.6,12.7,mid,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7306.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7306.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,15.3,4.0,low,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7455.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7455.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,144.0,41.6,high,low,0.234,low,1,0.243737,yes
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7464.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7464.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,79.1,64.4,high,low,0.565,high,4,0.419312,yes
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7468.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7468.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,77.3,68.0,high,low,0.447,mid,2,0.406999,yes
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7590.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7590.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,58.5,112.4,mid,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7626.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7626.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,66.9,116.1,high,high,0.841,high,2,0.022167,no
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7642.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7642.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,53.0,109.9,mid,high,0.147,low,1,0.003106,no
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7681.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7681.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,69.4,112.6,high,high,0.429,mid,1,0.014490,no
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7697.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7697.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,72.2,115.2,high,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7761.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7761.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,40.2,115.5,low,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7762.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7762.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,42.0,115.0,low,high,0.157,low,2,0.011034,no
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7763.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7763.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,43.4,114.0,low,high,0.314,mid,2,0.011266,no
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7795.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7795.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,66.6,113.4,high,high,0.187,low,1,0.004196,no
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7891.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7891.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,50.3,112.5,mid,high,0.523,high,2,0.282170,yes
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7940.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7940.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,61.9,113.2,mid,high,0.418,mid,2,0.021663,no
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR8021.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR8021.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,45.9,119.5,low,high,0.512,high,1,0.004227,no
